iter	Passed	Remaining
1671	14758	73509
1672	14767	73502
1673	14776	73494
1674	14786	73489
1675	14794	73478
1676	14804	73473
1677	14812	73460
1678	14821	73453
1679	14830	73445
1680	14837	73427
1681	14845	73415
1682	14853	73400
1683	14863	73398
1684	14872	73392
1685	14880	73377
1686	14888	73363
1687	14896	73351
1688	14905	73344
1689	14913	73334
1690	14922	73324
1691	14931	73316
1692	14939	73302
1693	14948	73297
1694	14958	73290
1695	14967	73283
1696	14976	73274
1697	14984	73264
1698	14993	73256
1699	15002	73248
1700	15011	73240
1701	15020	73230
1702	15028	73219
1703	15037	73211
1704	15046	73203
1705	15055	73196
1706	15064	73185
1707	15072	73175
1708	15082	73172
1709	15091	73164
1710	15099	73152
1711	15109	73146
1712	15118	73141
1713	15126	73126
1714	15136	73122
1715	15144	73111
1716	15154	73107
1717	15162	73095
1718	15170	73081
1719	15178	73069
1720	15187	73062
1721	15195	73046
1722	15205	73043
1723	15214	73037
1724	15222	73023
1725	15231	73015
1726	15238	73000
1727	15247	72991
1728	15257	72987
1729	15267	72981
1730	15276	72975
1731	15283	72959
1732	15292	72952
1733	15301	72940
1734	15309	72928
1735	15317	72919
1736	15326	72909
1737	15335	72900
1738	15343	72888
1739	15351	72875
1740	15360	72865
1741	15369	72857
1742	15377	72848
1743	15386	72838
1744	15395	72831
1745	15403	72819
1746	15412	72808
1747	15420	72797
1748	15428	72784
1749	15436	72772
1750	15444	72760
1751	15452	72748
1752	15462	72741
1753	15469	72727
1754	15478	72719
1755	15487	72711
1756	15497	72707
1757	15506	72700
1758	15515	72691
1759	15524	72681
1760	15533	72672
1761	15541	72659
1762	15548	72642
1763	15556	72633
1764	15565	72625
1765	15575	72619
1766	15582	72603
1767	15591	72597
1768	15600	72588
1769	15608	72576
1770	15617	72565
1771	15625	72556
1772	15635	72550
1773	15644	72545
1774	15652	72531
1775	15662	72527
1776	15670	72512
1777	15679	72506
1778	15687	72492
1779	15694	72477
1780	15703	72468
1781	15713	72463
1782	15722	72455
1783	15730	72444
1784	15740	72441
1785	15749	72435
1786	15757	72423
1787	15766	72414
1788	15776	72410
1789	15785	72402
1790	15795	72397
1791	15804	72388
1792	15811	72375
1793	15820	72363
1794	15828	72350
1795	15836	72341
1796	15845	72330
1797	15854	72324
1798	15862	72313
1799	15872	72309
1800	15881	72299
1801	15888	72284
1802	15898	72277
1803	15908	72274
1804	15916	72264
1805	15924	72253
1806	15934	72246
1807	15942	72236
1808	15952	72229
1809	15960	72217
1810	15968	72208
1811	15977	72197
1812	15985	72187
1813	15995	72181
1814	16003	72168
1815	16011	72157
1816	16020	72149
1817	16029	72140
1818	16038	72135
1819	16047	72126
1820	16056	72117
1821	16065	72107
1822	16074	72100
1823	16082	72089
1824	16091	72080
1825	16101	72075
1826	16109	72065
1827	16118	72055
1828	16126	72045
1829	16135	72037
1830	16144	72027
1831	16151	72013
1832	16161	72008
1833	16169	71996
1834	16179	71990
1835	16187	71981
1836	16197	71976
1837	16205	71964
1838	16214	71955
1839	16222	71942
1840	16231	71934
1841	16240	71927
1842	16248	71916
1843	16257	71908
1844	16267	71901
1845	16275	71888
1846	16283	71879
1847	16292	71870
1848	16300	71859
1849	16310	71855
1850	16318	71843
1851	16328	71837
1852	16336	71825
1853	16345	71816
1854	16353	71805
1855	16362	71797
1856	16371	71791
1857	16381	71785
1858	16389	71773
1859	16398	71767
1860	16407	71756
1861	16416	71747
1862	16424	71735
1863	16432	71726
1864	16441	71716
1865	16450	71709
1866	16459	71700
1867	16467	71687
1868	16474	71671
1869	16482	71659
1870	16490	71646
1871	16499	71637
1872	16508	71629
1873	16515	71615
1874	16524	71606
1875	16533	71596
1876	16542	71588
1877	16551	71580
1878	16558	71565
1879	16566	71553
1880	16575	71543
1881	16584	71537
1882	16593	71531
1883	16603	71525
1884	16611	71512
1885	16621	71507
1886	16630	71500
1887	16639	71494
1888	16649	71488
1889	16657	71477
1890	16667	71473
1891	16675	71462
1892	16685	71456
1893	16695	71451
1894	16704	71444
1895	16712	71435
1896	16721	71427
1897	16730	71416
1898	16738	71404
1899	16748	71399
1900	16757	71391
1901	16766	71386
1902	16775	71376
1903	16784	71369
1904	16793	71361
1905	16803	71358
1906	16812	71349
1907	16821	71342
1908	16829	71330
1909	16838	71320
1910	16847	71314
1911	16854	71298
1912	16863	71288
1913	16872	71278
1914	16880	71268
1915	16889	71261
1916	16898	71254
1917	16908	71248
1918	16917	71241
1919	16926	71232
1920	16934	71219
1921	16943	71211
1922	16953	71207
1923	16961	71195
1924	16971	71194
1925	16980	71185
1926	16989	71177
1927	16999	71171
1928	17007	71161
1929	17015	71145
1930	17023	71137
1931	17032	71128
1932	17040	71117
1933	17049	71107
1934	17057	71094
1935	17066	71085
1936	17074	71076
1937	17084	71068
1938	17093	71062
1939	17102	71052
1940	17111	71045
1941	17120	71037
1942	17128	71026
1943	17137	71017
1944	17146	71012
1945	17154	70998
1946	17163	70989
1947	17171	70977
1948	17179	70965
1949	17188	70959
1950	17198	70952
1951	17206	70941
1952	17215	70934
1953	17224	70925
1954	17234	70919
1955	17242	70909
1956	17251	70901
1957	17260	70894
1958	17270	70891
1959	17279	70883
1960	17288	70874
1961	17297	70863
1962	17305	70852
1963	17313	70841
1964	17322	70831
1965	17331	70826
1966	17340	70815
1967	17348	70804
1968	17357	70795
1969	17365	70785
1970	17375	70778
1971	17384	70772
1972	17393	70762
1973	17400	70749
1974	17409	70739
1975	17417	70727
1976	17425	70717
1977	17434	70707
1978	17443	70699
1979	17453	70693
1980	17461	70681
1981	17470	70674
1982	17478	70664
1983	17487	70655
1984	17496	70649
1985	17505	70638
1986	17514	70629
1987	17521	70616
1988	17530	70607
1989	17539	70599
1990	17548	70590
1991	17557	70581
1992	17566	70574
1993	17574	70561
1994	17583	70552
1995	17592	70546
1996	17600	70536
1997	17610	70529
1998	17618	70518
1999	17627	70508
2000	17635	70496
2001	17644	70490
2002	17653	70481
2003	17663	70476
2004	17671	70467
2005	17679	70455
2006	17688	70445
2007	17698	70439
2008	17706	70430
2009	17715	70423
2010	17724	70412
2011	17733	70406
2012	17743	70401
2013	17751	70388
2014	17760	70379
2015	17768	70368
2016	17777	70360
2017	17786	70351
2018	17795	70343
2019	17804	70335
2020	17812	70325
2021	17822	70319
2022	17831	70312
2023	17839	70302
2024	17848	70292
2025	17857	70285
2026	17865	70273
2027	17875	70266
2028	17883	70255
2029	17891	70245
2030	17900	70234
2031	17908	70225
2032	17916	70211
2033	17925	70202
2034	17933	70191
2035	17942	70183
2036	17951	70174
2037	17960	70165
2038	17969	70158
2039	17977	70149
2040	17986	70137
2041	17995	70130
2042	18003	70118
2043	18013	70113
2044	18022	70106
2045	18031	70100
2046	18040	70090
2047	18049	70082
2048	18058	70073
2049	18067	70065
2050	18075	70052
2051	18083	70041
2052	18091	70032
2053	18100	70022
2054	18110	70018
2055	18119	70009
2056	18128	70001
2057	18136	69991
2058	18146	69986
2059	18155	69976
2060	18163	69965
2061	18171	69955
2062	18180	69945
2063	18189	69936
2064	18197	69925
2065	18205	69915
2066	18215	69908
2067	18224	69902
2068	18233	69893
2069	18242	69883
2070	18250	69873
2071	18259	69865
2072	18267	69852
2073	18275	69841
2074	18283	69830
2075	18292	69820
2076	18301	69812
2077	18309	69799
2078	18319	69796
2079	18328	69789
2080	18336	69779
2081	18347	69775
2082	18355	69766
2083	18365	69759
2084	18372	69746
2085	18380	69733
2086	18388	69721
2087	18397	69714
2088	18407	69707
2089	18416	69699
2090	18424	69689
2091	18432	69675
2092	18440	69666
2093	18449	69658
2094	18458	69647
2095	18467	69639
2096	18475	69629
2097	18484	69619
2098	18492	69608
2099	18501	69599
2100	18509	69588
2101	18517	69577
2102	18526	69568
2103	18535	69559
2104	18543	69547
2105	18551	69537
2106	18560	69528
2107	18569	69522
2108	18578	69514
2109	18587	69505
2110	18596	69498
2111	18605	69488
2112	18615	69483
2113	18623	69474
2114	18632	69466
2115	18641	69456
2116	18648	69442
2117	18657	69433
2118	18666	69423
2119	18674	69411
2120	18683	69404
2121	18690	69388
2122	18699	69381
2123	18708	69374
2124	18717	69363
2125	18726	69357
2126	18735	69348
2127	18744	69339
2128	18752	69328
2129	18760	69318
2130	18769	69307
2131	18777	69297
2132	18787	69292
2133	18797	69288
2134	18806	69279
2135	18815	69272
2136	18823	69260
2137	18832	69252
2138	18841	69243
2139	18850	69234
2140	18858	69225
2141	18868	69218
2142	18877	69211
2143	18886	69205
2144	18895	69194
2145	18904	69185
2146	18913	69179
2147	18921	69166
2148	18930	69160
2149	18938	69148
2150	18947	69137
2151	18956	69130
2152	18965	69121
2153	18972	69109
2154	18981	69100
2155	18990	69091
2156	18999	69084
2157	19007	69073
2158	19016	69063
2159	19024	69051
2160	19033	69043
2161	19042	69037
2162	19051	69026
2163	19060	69018
2164	19067	69004
2165	19076	68995
2166	19085	68987
2167	19095	68981
2168	19104	68975
2169	19113	68965
2170	19121	68957
2171	19131	68949
2172	19139	68938
2173	19148	68932
2174	19156	68920
2175	19164	68908
2176	19174	68902
2177	19182	68891
2178	19191	68882
2179	19201	68877
2180	19209	68867
2181	19219	68860
2182	19226	68846
2183	19235	68838
2184	19243	68827
2185	19252	68820
2186	19261	68811
2187	19270	68802
2188	19279	68794
2189	19287	68784
2190	19295	68770
2191	19304	68762
2192	19312	68752
2193	19322	68745
2194	19330	68734
2195	19339	68727
2196	19348	68720
2197	19356	68708
2198	19365	68699
2199	19374	68689
2200	19382	68678
2201	19390	68666
2202	19398	68657
2203	19408	68650
2204	19418	68646
2205	19426	68636
2206	19436	68630
2207	19444	68619
2208	19453	68611
2209	19462	68603
2210	19471	68594
2211	19479	68585
2212	19489	68577
2213	19497	68567
2214	19505	68556
2215	19515	68549
2216	19524	68541
2217	19532	68530
2218	19540	68520
2219	19549	68510
2220	19557	68498
2221	19565	68489
2222	19574	68481
2223	19583	68470
2224	19591	68461
2225	19602	68457
2226	19610	68449
2227	19619	68438
2228	19627	68429
2229	19636	68418
2230	19644	68406
2231	19653	68398
2232	19661	68387
2233	19669	68375
2234	19677	68364
2235	19686	68356
2236	19695	68347
2237	19703	68338
2238	19712	68328
2239	19721	68322
2240	19730	68313
2241	19739	68305
2242	19749	68299
2243	19758	68290
2244	19767	68282
2245	19776	68274
2246	19784	68263
2247	19793	68256
2248	19803	68250
2249	19810	68235
2250	19819	68227
2251	19827	68217
2252	19836	68208
2253	19845	68200
2254	19853	68188
2255	19861	68176
2256	19870	68167
2257	19878	68158
2258	19887	68149
2259	19897	68143
2260	19906	68137
2261	19916	68132
2262	19926	68126
2263	19934	68113
2264	19943	68106
2265	19952	68099
2266	19960	68089
2267	19968	68077
2268	19978	68069
2269	19985	68055
2270	19994	68046
2271	20003	68038
2272	20012	68032
2273	20020	68020
2274	20029	68012
2275	20037	68000
2276	20045	67987
2277	20053	67977
2278	20062	67968
2279	20071	67960
2280	20080	67952
2281	20088	67941
2282	20096	67929
2283	20106	67926
2284	20115	67916
2285	20123	67904
2286	20131	67894
2287	20140	67886
2288	20148	67874
2289	20157	67866
2290	20166	67859
2291	20174	67848
2292	20183	67838
2293	20191	67826
2294	20200	67820
2295	20208	67807
2296	20217	67800
2297	20227	67794
2298	20237	67790
2299	20248	67786
2300	20255	67775
2301	20265	67767
2302	20273	67758
2303	20282	67750
2304	20292	67745
2305	20301	67736
2306	20309	67726
2307	20319	67720
2308	20327	67707
2309	20335	67698
2310	20345	67692
2311	20354	67684
2312	20362	67673
2313	20371	67664
2314	20380	67655
2315	20389	67646
2316	20398	67640
2317	20407	67632
2318	20416	67623
2319	20426	67617
2320	20434	67608
2321	20442	67596
2322	20451	67587
2323	20459	67577
2324	20468	67568
2325	20476	67557
2326	20485	67548
2327	20495	67542
2328	20503	67532
2329	20511	67521
2330	20520	67511
2331	20527	67498
2332	20535	67487
2333	20544	67479
2334	20552	67468
2335	20561	67459
2336	20569	67446
2337	20578	67437
2338	20586	67429
2339	20594	67417
2340	20602	67405
2341	20612	67400
2342	20620	67389
2343	20629	67378
2344	20637	67370
2345	20645	67358
2346	20654	67348
2347	20663	67341
2348	20672	67332
2349	20681	67323
2350	20690	67316
2351	20698	67305
2352	20707	67296
2353	20715	67286
2354	20724	67279
2355	20733	67270
2356	20741	67257
2357	20750	67248
2358	20758	67238
2359	20766	67227
2360	20774	67216
2361	20783	67208
2362	20793	67201
2363	20802	67193
2364	20810	67183
2365	20818	67172
2366	20827	67162
2367	20835	67152
2368	20844	67142
2369	20853	67135
2370	20861	67124
2371	20871	67118
2372	20879	67107
2373	20887	67096
2374	20896	67089
2375	20905	67080
2376	20914	67071
2377	20923	67063
2378	20931	67052
2379	20940	67043
2380	20948	67033
2381	20957	67026
2382	20967	67019
2383	20974	67007
2384	20984	67000
2385	20993	66992
2386	21001	66982
2387	21010	66973
2388	21018	66962
2389	21026	66951
2390	21034	66940
2391	21043	66931
2392	21053	66925
2393	21063	66919
2394	21071	66911
2395	21080	66902
2396	21088	66889
2397	21096	66878
2398	21104	66868
2399	21113	66858
2400	21123	66854
2401	21132	66847
2402	21142	66841
2403	21151	66833
2404	21161	66827
2405	21170	66820
2406	21178	66810
2407	21187	66799
2408	21196	66792
2409	21205	66784
2410	21214	66774
2411	21223	66766
2412	21230	66754
2413	21240	66748
2414	21247	66734
2415	21256	66726
2416	21266	66720
2417	21275	66712
2418	21284	66704
2419	21292	66694
2420	21302	66688
2421	21311	66680
2422	21319	66669
2423	21328	66660
2424	21336	66647
2425	21345	66640
2426	21352	66627
2427	21361	66619
2428	21370	66610
2429	21379	66603
2430	21388	66593
2431	21396	66583
2432	21405	66575
2433	21414	66567
2434	21423	66558
2435	21431	66547
2436	21440	66540
2437	21449	66530
2438	21458	66522
2439	21467	66514
2440	21477	66508
2441	21484	66496
2442	21493	66485
2443	21502	66477
2444	21510	66467
2445	21521	66464
2446	21530	66458
2447	21540	66450
2448	21549	66444
2449	21558	66436
2450	21567	66426
2451	21576	66418
2452	21585	66411
2453	21594	66403
2454	21603	66394
2455	21610	66380
2456	21619	66371
2457	21628	66363
2458	21637	66356
2459	21646	66347
2460	21654	66336
2461	21662	66326
2462	21671	66317
2463	21679	66306
2464	21688	66297
2465	21697	66289
2466	21705	66277
2467	21714	66270
2468	21723	66262
2469	21731	66249
2470	21739	66238
2471	21748	66232
2472	21757	66223
2473	21766	66213
2474	21774	66203
2475	21783	66195
2476	21792	66187
2477	21801	66178
2478	21810	66170
2479	21818	66159
2480	21827	66150
2481	21835	66141
2482	21844	66131
2483	21853	66123
2484	21861	66113
2485	21870	66105
2486	21879	66097
2487	21888	66088
2488	21897	66078
2489	21905	66068
2490	21913	66058
2491	21923	66052
2492	21932	66045
2493	21941	66036
2494	21950	66026
2495	21958	66016
2496	21966	66005
2497	21975	65995
2498	21984	65988
2499	21992	65978
2500	22001	65968
2501	22008	65956
2502	22018	65949
2503	22026	65939
2504	22035	65930
2505	22043	65920
2506	22052	65910
2507	22060	65900
2508	22068	65889
2509	22078	65884
2510	22087	65875
2511	22094	65862
2512	22102	65851
2513	22111	65842
2514	22121	65835
2515	22130	65829
2516	22138	65818
2517	22148	65811
2518	22156	65801
2519	22165	65791
2520	22173	65781
2521	22183	65775
2522	22192	65766
2523	22199	65755
2524	22209	65748
2525	22217	65739
2526	22226	65728
2527	22235	65720
2528	22244	65712
2529	22252	65701
2530	22262	65695
2531	22270	65686
2532	22280	65679
2533	22287	65667
2534	22296	65658
2535	22305	65650
2536	22313	65639
2537	22322	65631
2538	22330	65618
2539	22339	65610
2540	22347	65600
2541	22355	65589
2542	22363	65577
2543	22372	65571
2544	22381	65562
2545	22388	65548
2546	22398	65542
2547	22407	65534
2548	22416	65526
2549	22425	65517
2550	22433	65507
2551	22442	65498
2552	22451	65491
2553	22459	65480
2554	22469	65474
2555	22478	65466
2556	22487	65458
2557	22496	65447
2558	22504	65439
2559	22514	65431
2560	22523	65423
2561	22531	65412
2562	22539	65403
2563	22548	65394
2564	22556	65383
2565	22564	65372
2566	22573	65363
2567	22582	65355
2568	22591	65348
2569	22600	65337
2570	22609	65330
2571	22617	65320
2572	22627	65314
2573	22635	65302
2574	22644	65296
2575	22653	65287
2576	22662	65278
2577	22671	65271
2578	22680	65262
2579	22688	65252
2580	22698	65246
2581	22706	65236
2582	22715	65227
2583	22725	65221
2584	22734	65212
2585	22743	65204
2586	22752	65196
2587	22761	65187
2588	22770	65179
2589	22778	65170
2590	22786	65157
2591	22795	65150
2592	22803	65138
2593	22811	65127
2594	22819	65117
2595	22828	65109
2596	22837	65101
2597	22846	65092
2598	22855	65082
2599	22864	65075
2600	22872	65066
2601	22881	65057
2602	22890	65048
2603	22899	65041
2604	22908	65031
2605	22917	65023
2606	22926	65015
2607	22934	65005
2608	22943	64995
2609	22952	64986
2610	22961	64980
2611	22969	64968
2612	22977	64957
2613	22986	64949
2614	22995	64940
2615	23004	64932
2616	23012	64921
2617	23021	64914
2618	23030	64906
2619	23040	64900
2620	23048	64890
2621	23057	64881
2622	23067	64875
2623	23076	64868
2624	23086	64861
2625	23095	64853
2626	23103	64843
2627	23112	64834
2628	23120	64822
2629	23129	64815
2630	23137	64803
2631	23145	64792
2632	23154	64784
2633	23161	64771
2634	23169	64761
2635	23178	64752
2636	23188	64746
2637	23196	64736
2638	23206	64730
2639	23215	64722
2640	23224	64712
2641	23232	64703
2642	23241	64693
2643	23250	64684
2644	23259	64678
2645	23268	64669
2646	23277	64660
2647	23285	64651
2648	23294	64643
2649	23303	64634
2650	23312	64626
2651	23320	64615
2652	23329	64606
2653	23338	64598
2654	23347	64589
2655	23355	64579
2656	23364	64571
2657	23373	64561
2658	23381	64553
2659	23390	64543
2660	23399	64534
2661	23408	64526
2662	23416	64515
2663	23425	64508
2664	23434	64499
2665	23442	64489
2666	23451	64479
2667	23459	64470
2668	23468	64460
2669	23476	64450
2670	23485	64442
2671	23493	64432
2672	23501	64420
2673	23511	64414
2674	23518	64400
2675	23528	64394
2676	23536	64384
2677	23545	64375
2678	23553	64365
2679	23562	64356
2680	23570	64346
2681	23580	64340
2682	23588	64328
2683	23596	64319
2684	23606	64312
2685	23613	64299
2686	23622	64291
2687	23630	64280
2688	23639	64273
2689	23648	64262
2690	23655	64250
2691	23664	64242
2692	23673	64233
2693	23681	64222
2694	23689	64213
2695	23698	64205
2696	23708	64197
2697	23716	64186
2698	23724	64176
2699	23733	64168
2700	23742	64159
2701	23750	64150
2702	23759	64140
2703	23767	64131
2704	23775	64120
2705	23783	64108
2706	23792	64101
2707	23801	64091
2708	23810	64082
2709	23819	64075
2710	23827	64065
2711	23836	64056
2712	23845	64048
2713	23854	64039
2714	23863	64032
2715	23871	64021
2716	23880	64013
2717	23889	64004
2718	23897	63994
2719	23906	63984
2720	23914	63972
2721	23923	63964
2722	23930	63953
2723	23938	63941
2724	23947	63932
2725	23954	63920
2726	23962	63909
2727	23971	63899
2728	23979	63890
2729	23989	63884
2730	23997	63874
2731	24006	63864
2732	24015	63857
2733	24024	63847
2734	24033	63840
2735	24042	63830
2736	24050	63822
2737	24059	63813
2738	24067	63802
2739	24075	63791
2740	24085	63784
2741	24093	63775
2742	24102	63767
2743	24111	63758
2744	24120	63749
2745	24129	63740
2746	24137	63732
2747	24146	63723
2748	24155	63713
2749	24164	63706
2750	24172	63696
2751	24182	63688
2752	24191	63681
2753	24199	63670
2754	24207	63659
2755	24216	63652
2756	24226	63645
2757	24233	63633
2758	24242	63623
2759	24250	63613
2760	24259	63604
2761	24268	63597
2762	24278	63590
2763	24286	63580
2764	24295	63573
2765	24304	63563
2766	24311	63551
2767	24321	63546
2768	24329	63534
2769	24338	63527
2770	24346	63516
2771	24356	63509
2772	24364	63498
2773	24373	63490
2774	24381	63480
2775	24390	63472
2776	24398	63461
2777	24405	63448
2778	24414	63438
2779	24422	63428
2780	24431	63420
2781	24440	63410
2782	24448	63401
2783	24458	63394
2784	24466	63383
2785	24475	63375
2786	24484	63367
2787	24492	63357
2788	24502	63350
2789	24510	63340
2790	24518	63328
2791	24526	63318
2792	24534	63308
2793	24542	63297
2794	24550	63287
2795	24559	63279
2796	24567	63267
2797	24575	63257
2798	24586	63252
2799	24595	63244
2800	24604	63237
2801	24612	63227
2802	24621	63218
2803	24630	63208
2804	24638	63198
2805	24647	63192
2806	24656	63183
2807	24665	63174
2808	24674	63165
2809	24683	63157
2810	24691	63146
2811	24700	63138
2812	24708	63128
2813	24717	63120
2814	24726	63111
2815	24733	63098
2816	24741	63088
2817	24750	63080
2818	24758	63068
2819	24767	63061
2820	24775	63050
2821	24785	63043
2822	24793	63034
2823	24802	63024
2824	24809	63012
2825	24817	63002
2826	24826	62992
2827	24835	62984
2828	24845	62978
2829	24854	62970
2830	24863	62963
2831	24872	62953
2832	24879	62941
2833	24889	62934
2834	24898	62926
2835	24907	62917
2836	24916	62910
2837	24924	62898
2838	24933	62892
2839	24942	62882
2840	24950	62873
2841	24959	62864
2842	24966	62851
2843	24975	62843
2844	24984	62835
2845	24993	62825
2846	25002	62819
2847	25010	62807
2848	25020	62800
2849	25029	62792
2850	25038	62784
2851	25046	62773
2852	25055	62765
2853	25064	62756
2854	25073	62748
2855	25082	62740
2856	25090	62729
2857	25098	62720
2858	25108	62713
2859	25116	62703
2860	25125	62695
2861	25133	62685
2862	25141	62674
2863	25149	62663
2864	25159	62657
2865	25169	62651
2866	25178	62643
2867	25185	62631
2868	25194	62621
2869	25202	62611
2870	25211	62602
2871	25219	62591
2872	25227	62581
2873	25236	62573
2874	25244	62562
2875	25252	62552
2876	25261	62542
2877	25270	62535
2878	25277	62521
2879	25286	62514
2880	25295	62504
2881	25304	62497
2882	25312	62487
2883	25322	62480
2884	25330	62471
2885	25338	62459
2886	25346	62448
2887	25355	62440
2888	25363	62429
2889	25373	62422
2890	25381	62412
2891	25389	62402
2892	25398	62394
2893	25408	62388
2894	25417	62379
2895	25426	62372
2896	25436	62365
2897	25444	62355
2898	25452	62345
2899	25461	62336
2900	25470	62327
2901	25478	62317
2902	25487	62308
2903	25495	62300
2904	25504	62291
2905	25513	62282
2906	25522	62274
2907	25531	62267
2908	25540	62256
2909	25549	62249
2910	25557	62237
2911	25566	62229
2912	25574	62220
2913	25584	62213
2914	25592	62203
2915	25601	62194
2916	25610	62187
2917	25619	62179
2918	25628	62170
2919	25637	62162
2920	25645	62150
2921	25654	62142
2922	25662	62131
2923	25670	62122
2924	25679	62112
2925	25687	62102
2926	25696	62094
2927	25704	62085
2928	25713	62075
2929	25721	62065
2930	25731	62058
2931	25739	62049
2932	25748	62039
2933	25756	62029
2934	25765	62020
2935	25773	62009
2936	25781	61999
2937	25789	61990
2938	25798	61980
2939	25806	61971
2940	25815	61961
2941	25824	61955
2942	25833	61946
2943	25841	61936
2944	25849	61924
2945	25857	61914
2946	25867	61908
2947	25876	61900
2948	25885	61892
2949	25895	61885
2950	25903	61875
2951	25911	61864
2952	25920	61857
2953	25929	61847
2954	25937	61837
2955	25947	61830
2956	25955	61820
2957	25965	61814
2958	25973	61804
2959	25981	61794
2960	25990	61785
2961	25999	61776
2962	26009	61770
2963	26018	61764
2964	26027	61755
2965	26035	61744
2966	26042	61731
2967	26051	61722
2968	26060	61714
2969	26067	61701
2970	26075	61690
2971	26083	61681
2972	26093	61675
2973	26102	61665
2974	26111	61657
2975	26119	61648
2976	26130	61642
2977	26139	61635
2978	26147	61626
2979	26156	61616
2980	26164	61606
2981	26173	61597
2982	26182	61588
2983	26191	61580
2984	26200	61573
2985	26209	61565
2986	26219	61558
2987	26227	61549
2988	26236	61540
2989	26245	61531
2990	26254	61523
2991	26263	61514
2992	26272	61508
2993	26281	61498
2994	26289	61488
2995	26298	61479
2996	26306	61469
2997	26313	61457
2998	26322	61447
2999	26329	61435
3000	26338	61427
3001	26347	61418
3002	26356	61409
3003	26364	61400
3004	26373	61391
3005	26382	61382
3006	26389	61371
3007	26397	61359
3008	26406	61351
3009	26416	61345
3010	26424	61334
3011	26432	61325
3012	26442	61317
3013	26450	61307
3014	26459	61298
3015	26467	61288
3016	26475	61278
3017	26484	61270
3018	26492	61261
3019	26500	61249
3020	26509	61242
3021	26518	61232
3022	26526	61222
3023	26535	61215
3024	26544	61205
3025	26553	61196
3026	26561	61187
3027	26571	61180
3028	26578	61168
3029	26587	61160
3030	26596	61150
3031	26605	61142
3032	26614	61135
3033	26623	61127
3034	26634	61122
3035	26642	61112
3036	26650	61103
3037	26658	61091
3038	26667	61082
3039	26675	61073
3040	26683	61062
3041	26691	61051
3042	26700	61043
3043	26708	61034
3044	26717	61025
3045	26727	61018
3046	26736	61010
3047	26745	61002
3048	26753	60991
3049	26763	60985
3050	26772	60977
3051	26781	60969
3052	26789	60959
3053	26797	60948
3054	26806	60939
3055	26815	60930
3056	26824	60923
3057	26832	60913
3058	26841	60905
3059	26850	60896
3060	26858	60886
3061	26867	60877
3062	26876	60868
3063	26885	60860
3064	26895	60854
3065	26904	60846
3066	26912	60836
3067	26922	60830
3068	26931	60822
3069	26941	60816
3070	26950	60806
3071	26958	60796
3072	26966	60786
3073	26975	60778
3074	26984	60770
3075	26993	60761
3076	27004	60756
3077	27012	60746
3078	27021	60739
3079	27030	60730
3080	27038	60720
3081	27047	60712
3082	27055	60701
3083	27064	60694
3084	27074	60687
3085	27083	60679
3086	27091	60668
3087	27100	60660
3088	27108	60650
3089	27117	60641
3090	27124	60629
3091	27134	60622
3092	27144	60616
3093	27153	60609
3094	27163	60601
3095	27172	60592
3096	27181	60584
3097	27189	60574
3098	27197	60564
3099	27207	60558
3100	27216	60551
3101	27225	60541
3102	27235	60535
3103	27243	60526
3104	27253	60518
3105	27262	60511
3106	27270	60501
3107	27280	60495
3108	27289	60485
3109	27298	60477
3110	27307	60469
3111	27316	60461
3112	27325	60453
3113	27334	60445
3114	27343	60437
3115	27351	60426
3116	27360	60417
3117	27369	60409
3118	27377	60400
3119	27386	60390
3120	27395	60382
3121	27403	60372
3122	27413	60366
3123	27422	60358
3124	27431	60349
3125	27439	60339
3126	27449	60332
3127	27458	60324
3128	27466	60313
3129	27475	60306
3130	27484	60296
3131	27493	60289
3132	27502	60280
3133	27510	60271
3134	27519	60262
3135	27527	60252
3136	27536	60243
3137	27545	60234
3138	27553	60225
3139	27563	60218
3140	27571	60208
3141	27579	60197
3142	27587	60187
3143	27596	60179
3144	27606	60171
3145	27615	60164
3146	27624	60156
3147	27633	60146
3148	27641	60137
3149	27649	60126
3150	27657	60115
3151	27667	60109
3152	27675	60099
3153	27684	60090
3154	27692	60081
3155	27700	60070
3156	27708	60060
3157	27717	60051
3158	27726	60043
3159	27735	60034
3160	27744	60026
3161	27754	60019
3162	27762	60009
3163	27771	60002
3164	27780	59993
3165	27789	59985
3166	27797	59974
3167	27806	59966
3168	27814	59956
3169	27823	59946
3170	27831	59937
3171	27840	59928
3172	27847	59916
3173	27856	59907
3174	27864	59897
3175	27872	59886
3176	27880	59877
3177	27889	59868
3178	27897	59858
3179	27905	59848
3180	27913	59837
3181	27922	59829
3182	27931	59820
3183	27940	59811
3184	27948	59801
3185	27957	59794
3186	27967	59786
3187	27975	59776
3188	27983	59767
3189	27993	59759
3190	28001	59750
3191	28009	59740
3192	28017	59729
3193	28026	59720
3194	28034	59711
3195	28042	59700
3196	28052	59693
3197	28060	59683
3198	28069	59675
3199	28079	59668
3200	28089	59662
3201	28097	59653
3202	28107	59645
3203	28115	59635
3204	28123	59625
3205	28131	59615
3206	28140	59606
3207	28149	59598
3208	28158	59590
3209	28167	59582
3210	28176	59572
3211	28184	59562
3212	28193	59555
3213	28202	59546
3214	28210	59536
3215	28219	59528
3216	28229	59520
3217	28237	59511
3218	28247	59504
3219	28254	59492
3220	28263	59483
3221	28271	59474
3222	28279	59462
3223	28287	59453
3224	28297	59446
