iter	RMSE
158	22.75350428
159	22.74655785
160	22.7286894
161	22.71929975
162	22.70650588
163	22.6943676
164	22.68344752
165	22.67242494
166	22.66196019
167	22.64811398
168	22.63571927
169	22.62595756
170	22.61405661
171	22.60329064
172	22.59275701
173	22.58191689
174	22.5731857
175	22.55742911
176	22.54311119
177	22.53231241
178	22.52224158
179	22.51127718
180	22.49988064
181	22.49251827
182	22.48392015
183	22.47404672
184	22.46532595
185	22.45364316
186	22.44467434
187	22.43692481
188	22.42802358
189	22.41707211
190	22.40591739
191	22.39534671
192	22.38627903
193	22.37814147
194	22.36705715
195	22.35952285
196	22.3486266
197	22.3389105
198	22.33120984
199	22.32400143
200	22.31443928
201	22.3054705
202	22.29634979
203	22.28486203
204	22.2729284
205	22.26575943
206	22.25782104
207	22.24936234
208	22.23971413
209	22.23112623
210	22.22390961
211	22.21294352
212	22.20721797
213	22.19788915
214	22.18872311
215	22.18154791
216	22.17571152
217	22.16715297
218	22.16123098
219	22.15246337
220	22.14495451
221	22.13609523
222	22.12977639
223	22.123768
224	22.11672569
225	22.11077358
226	22.10491296
227	22.09832359
228	22.09125543
229	22.084581
230	22.07952116
231	22.0716523
232	22.06515736
233	22.05956558
234	22.05350362
235	22.04704667
236	22.03940853
237	22.03454288
238	22.02932587
239	22.02358039
240	22.01470676
241	22.00762621
242	21.99846108
243	21.99378797
244	21.98314838
245	21.97601531
246	21.96727079
247	21.96073828
248	21.95343946
249	21.94685819
250	21.93991541
251	21.93428054
252	21.92670031
253	21.92112909
254	21.91122791
255	21.9053508
256	21.89830985
257	21.89358515
258	21.88756677
259	21.88185572
260	21.8706666
261	21.86556734
262	21.85957038
263	21.85370068
264	21.84804581
265	21.84105592
266	21.83370588
267	21.82870124
268	21.82371901
269	21.81793399
270	21.81325365
271	21.80743215
272	21.80280012
273	21.79794122
274	21.79205605
275	21.78519325
276	21.78127743
277	21.77386446
278	21.76786474
279	21.76357323
280	21.75714845
281	21.7513063
282	21.74534542
283	21.73793147
284	21.72964355
285	21.7210051
286	21.71864334
287	21.71276375
288	21.70719292
289	21.7038714
290	21.69861553
291	21.69370168
292	21.68671626
293	21.6810732
294	21.67530435
295	21.67178579
296	21.66725817
297	21.66279859
298	21.65834035
299	21.65359271
300	21.64893909
301	21.64551809
302	21.64163926
303	21.63545681
304	21.62885693
305	21.62457295
306	21.61982356
307	21.61667221
308	21.60951452
309	21.60407014
310	21.59872193
311	21.59235362
312	21.58851289
313	21.58214723
314	21.5779448
315	21.57278657
316	21.56856301
317	21.56465784
318	21.55974526
319	21.55737038
320	21.5527869
321	21.54864468
322	21.5454579
323	21.54052503
324	21.53689914
325	21.53365829
326	21.52742777
327	21.52208442
328	21.51545317
329	21.51263499
330	21.50855224
331	21.50384443
332	21.49890543
333	21.49271156
334	21.48729915
335	21.48231073
336	21.477328
337	21.47206687
338	21.46535056
339	21.46020294
340	21.45528928
341	21.45117506
342	21.44812343
343	21.44488858
344	21.4396275
345	21.43329649
346	21.42955643
347	21.42504737
348	21.42204462
349	21.41763349
350	21.41494656
351	21.4114367
352	21.40592363
353	21.40140044
354	21.39746934
355	21.39346423
356	21.38928657
357	21.38316406
358	21.37885605
359	21.37402341
360	21.36985801
361	21.36462775
362	21.3595648
363	21.35664805
364	21.35249417
365	21.34875946
366	21.34574023
367	21.34090698
368	21.33761915
369	21.33414479
370	21.32909413
371	21.32369764
372	21.31854683
373	21.31411888
374	21.31136488
375	21.30844038
376	21.30579372
377	21.30282131
378	21.30062709
379	21.29643007
380	21.29265677
381	21.2887217
382	21.28272334
383	21.27609118
384	21.27223942
385	21.2689594
386	21.2645937
387	21.26029163
388	21.25658566
389	21.25199956
390	21.24927786
391	21.24553308
392	21.23894237
393	21.23669079
394	21.2323173
395	21.2288234
396	21.22366227
397	21.21961974
398	21.21596209
399	21.21199432
400	21.20863452
401	21.20483288
402	21.20282263
403	21.19923373
404	21.19525589
405	21.19158595
406	21.18790959
407	21.18462229
408	21.18204113
409	21.17936248
410	21.17409674
411	21.17169711
412	21.16802655
413	21.16428129
414	21.16060713
415	21.15606738
416	21.15071592
417	21.14690272
418	21.1433136
419	21.14060688
420	21.13558763
421	21.13239073
422	21.12851044
423	21.12464337
424	21.12127315
425	21.11833045
426	21.11419581
427	21.11049205
428	21.10662051
429	21.10274478
430	21.09945815
431	21.09621861
432	21.09273004
433	21.08930362
434	21.08588942
435	21.0831486
436	21.07992864
437	21.07536454
438	21.07158187
439	21.06795318
440	21.0646053
441	21.06053223
442	21.05694584
443	21.05348218
444	21.05034264
445	21.04721193
446	21.04168959
447	21.03780306
448	21.0339391
449	21.03010356
450	21.02620556
451	21.02255738
452	21.01928618
453	21.01631521
454	21.01376933
455	21.00987763
456	21.00606568
457	21.00319198
458	21.00030738
459	20.9965742
460	20.99382638
461	20.99093817
462	20.98909533
463	20.98604421
464	20.9838227
465	20.98146903
466	20.97865268
467	20.97573084
468	20.97314031
469	20.96977846
470	20.96540772
471	20.962463
472	20.95867164
473	20.95557985
474	20.9516867
475	20.94706776
476	20.94418245
477	20.94137395
478	20.93845159
479	20.9359723
480	20.93220306
481	20.92815807
482	20.92436987
483	20.92006693
484	20.91749762
485	20.91512008
486	20.91203005
487	20.90995532
488	20.90755115
489	20.90495804
490	20.90223803
491	20.89982125
492	20.89683563
493	20.89318831
494	20.89131223
495	20.88838756
496	20.88601257
497	20.88284902
498	20.88066229
499	20.87765986
500	20.87538809
501	20.873075
502	20.87044357
503	20.86855957
504	20.86657914
505	20.86442593
506	20.86247094
507	20.85994973
508	20.85702066
509	20.85548314
510	20.85357665
511	20.85113543
512	20.84711937
513	20.84482077
514	20.84320361
515	20.84171327
516	20.83942112
517	20.83639041
518	20.83400832
519	20.83108618
520	20.82833536
521	20.82588412
522	20.8223632
523	20.81930411
524	20.81768968
525	20.81473465
526	20.81209819
527	20.80950378
528	20.80688785
529	20.80269014
530	20.80064219
531	20.79736789
532	20.79367839
533	20.79120775
534	20.78787068
535	20.7862373
536	20.78213915
537	20.7798369
538	20.77705571
539	20.77558892
540	20.77220453
541	20.77029865
542	20.76742535
543	20.76562993
544	20.76292352
545	20.75846084
546	20.75563311
547	20.75258662
548	20.75038026
549	20.74768721
550	20.74569996
551	20.7427772
552	20.74020128
553	20.73611648
554	20.73301395
555	20.73042618
556	20.7281631
557	20.7265451
558	20.72301794
559	20.72139128
560	20.71904681
561	20.71697168
562	20.71519908
563	20.71295325
564	20.71114719
565	20.70770613
566	20.70604514
567	20.7028813
568	20.7007797
569	20.69886014
570	20.69639357
571	20.69404627
572	20.69067933
573	20.68915787
574	20.68673632
575	20.68482376
576	20.68237091
577	20.68099809
578	20.67676179
579	20.67430798
580	20.67276162
581	20.6700075
582	20.66815976
583	20.66602973
584	20.66378686
585	20.6607292
586	20.65845373
587	20.65726669
588	20.65542493
589	20.6522913
590	20.64959376
591	20.64769674
592	20.64455007
593	20.64052822
594	20.63862443
595	20.63566632
596	20.63238483
597	20.62939139
598	20.62714572
599	20.62508035
600	20.6237251
601	20.62095017
602	20.61898992
603	20.61649953
604	20.61358816
605	20.61080592
606	20.60866165
607	20.60661344
608	20.60286837
609	20.60062814
610	20.59886813
611	20.5966786
612	20.59430447
613	20.59201334
614	20.5895887
615	20.58695078
616	20.58558944
617	20.58324141
618	20.58015392
619	20.57785526
620	20.57624569
621	20.57496223
622	20.5732667
623	20.57099467
624	20.56901655
625	20.56690365
626	20.56545165
627	20.56342654
628	20.56149774
629	20.55905878
630	20.55739292
631	20.55531458
632	20.5543516
633	20.55163645
634	20.54966004
635	20.54722921
636	20.54474205
637	20.54283296
638	20.54077342
639	20.53902617
640	20.53621117
641	20.5345542
642	20.53361053
643	20.53149041
644	20.52931756
645	20.52710869
646	20.52470622
647	20.52184031
648	20.51956139
649	20.51659088
650	20.51474724
651	20.51342171
652	20.51145357
653	20.50879724
654	20.50642846
655	20.50473204
656	20.50338556
657	20.50151922
658	20.49928703
659	20.49629088
660	20.49422188
661	20.49258901
662	20.48923917
663	20.48776852
664	20.48555038
665	20.48367882
666	20.48208577
667	20.47990409
668	20.4777832
669	20.47566208
670	20.47294606
671	20.47107215
672	20.46882109
673	20.46729271
674	20.46567325
675	20.4635796
676	20.46136602
677	20.45943718
678	20.45766142
679	20.45573702
680	20.45428671
681	20.45261471
682	20.45068025
683	20.44847366
684	20.44638065
685	20.44450791
686	20.44237135
687	20.44063846
688	20.4389258
689	20.43652974
690	20.4354401
691	20.43405428
692	20.43171401
693	20.42871155
694	20.42724733
695	20.42517973
696	20.4226957
697	20.42094794
698	20.41936679
699	20.41724201
700	20.41468381
701	20.4121997
702	20.4093264
703	20.40717896
704	20.40497007
705	20.40298786
706	20.40191804
707	20.39962212
708	20.39810777
709	20.39650924
710	20.39465834
711	20.39266912
712	20.39073858
713	20.38974261
714	20.38826838
715	20.38629897
716	20.38509368
717	20.38170575
718	20.38016483
719	20.378631
720	20.37706941
721	20.37589844
722	20.37483321
723	20.37375108
724	20.37260277
725	20.37064628
726	20.36834683
727	20.36625521
728	20.36412368
729	20.36296038
730	20.36161295
731	20.35967706
732	20.3574233
733	20.35650873
734	20.35466262
735	20.3529716
736	20.35126962
737	20.34850329
738	20.34639879
739	20.34407974
740	20.34194589
741	20.33984794
742	20.33848211
743	20.33704271
744	20.33503702
745	20.33333835
746	20.33038402
747	20.32866568
748	20.32695684
749	20.32512733
750	20.32279741
751	20.32023697
752	20.31813799
753	20.31719512
754	20.31572166
755	20.31429753
756	20.31261884
757	20.3107615
758	20.3094685
759	20.30832982
760	20.30702822
761	20.30442477
762	20.30309758
763	20.30096304
764	20.29941478
765	20.29792675
766	20.29510607
767	20.29350425
768	20.29183229
769	20.29065398
770	20.28855677
771	20.28739518
772	20.28568166
773	20.28360204
774	20.2816261
775	20.28071294
776	20.27887805
777	20.27743079
778	20.2758155
779	20.27392337
780	20.27180026
781	20.27024736
782	20.26833416
783	20.26688616
784	20.2651298
785	20.26317502
786	20.26204159
787	20.25966392
788	20.25731075
789	20.25592847
790	20.25409134
791	20.25330152
792	20.25115447
793	20.24929876
794	20.24770178
795	20.24601999
796	20.24405792
797	20.24223483
798	20.23967872
799	20.23838784
800	20.2366744
801	20.23541964
802	20.23319078
803	20.2314769
804	20.22929787
805	20.22832119
806	20.22717431
807	20.22600193
808	20.22453091
809	20.22298952
810	20.22121359
811	20.22026136
812	20.21882082
813	20.21742016
814	20.2159988
815	20.21511055
816	20.21333757
817	20.21187411
818	20.20972872
819	20.20802679
820	20.20617136
821	20.20475284
822	20.20352823
823	20.20114185
824	20.19921787
825	20.19746775
826	20.1951498
827	20.1932398
828	20.19151707
829	20.19058225
830	20.18920632
831	20.18811667
832	20.18651304
833	20.1840051
834	20.18265361
835	20.18160184
836	20.1795631
837	20.17810022
838	20.17644662
839	20.1751098
840	20.17358649
841	20.17181169
842	20.17023894
843	20.16870616
844	20.16744899
845	20.16601318
846	20.16465137
847	20.16320806
848	20.16199308
849	20.16018991
850	20.15917222
851	20.15763191
852	20.15531667
853	20.15398209
854	20.15233441
855	20.15146098
856	20.14987328
857	20.14823195
858	20.14657711
859	20.14527114
860	20.14360025
861	20.14168354
862	20.1400756
863	20.13846753
864	20.1367018
865	20.134709
866	20.1336383
867	20.13101547
868	20.12989956
869	20.12824382
870	20.1266695
871	20.1251906
872	20.12361056
873	20.12247841
874	20.12119644
875	20.11943345
876	20.11776407
877	20.11539126
878	20.11379766
879	20.11223743
880	20.11131537
881	20.11024038
882	20.10871216
883	20.10741591
884	20.10645586
885	20.10462578
886	20.1033384
887	20.10186693
888	20.1003137
889	20.09864273
890	20.09752136
891	20.09584833
892	20.09480116
893	20.09370884
894	20.09249941
895	20.09097837
896	20.09012057
897	20.08892799
898	20.08802803
899	20.08652312
900	20.08525227
901	20.08358065
902	20.08210652
903	20.08071096
904	20.07864062
905	20.07732962
906	20.07648465
907	20.07488309
908	20.07369693
909	20.07151907
910	20.0703376
911	20.0694899
912	20.06769551
913	20.06612193
914	20.06466665
915	20.06295547
916	20.06143097
917	20.05898433
918	20.05700946
919	20.05603905
920	20.05408344
921	20.05265844
922	20.0508882
923	20.04942449
924	20.04781404
925	20.04703443
926	20.04555882
927	20.04473513
928	20.04323308
929	20.04165819
930	20.04003367
931	20.03896525
932	20.03756302
933	20.03621082
934	20.03404234
935	20.03239335
936	20.03123036
937	20.02968572
938	20.02836846
939	20.02745231
940	20.02595508
941	20.02433296
942	20.02319397
943	20.02122291
944	20.01955757
945	20.01850091
946	20.01714987
947	20.01585198
948	20.0134322
949	20.0125166
950	20.01071649
951	20.00958958
952	20.00801449
953	20.00733556
954	20.00627275
955	20.00534947
956	20.00450453
957	20.00278636
958	20.00156531
959	20.00023762
960	19.99892148
961	19.99818774
962	19.99764691
963	19.99608251
964	19.99510976
965	19.9940463
966	19.99241668
967	19.99129854
968	19.98963255
969	19.98812268
970	19.98660596
971	19.98516512
972	19.98389273
973	19.98161743
974	19.98020627
975	19.9791322
976	19.97806053
977	19.97697653
978	19.97528175
979	19.97421478
980	19.97328205
981	19.97245905
982	19.97108343
983	19.96953536
984	19.96850488
985	19.96750747
986	19.96557754
987	19.96427752
988	19.96325536
989	19.96255896
990	19.96137595
991	19.96018059
992	19.95839172
993	19.95723239
994	19.95591648
995	19.95466371
996	19.95364045
997	19.95257477
998	19.95134819
999	19.95023573
1000	19.94882112
1001	19.9476901
1002	19.94627163
1003	19.94493903
1004	19.94362784
1005	19.94277352
1006	19.94126502
1007	19.94045299
1008	19.93951192
1009	19.93725613
1010	19.93509593
1011	19.93379392
1012	19.93207028
1013	19.9314576
1014	19.9302838
1015	19.92912775
1016	19.92708531
1017	19.92618787
1018	19.92512748
1019	19.9240111
1020	19.92297089
1021	19.92158263
1022	19.92057058
1023	19.91949206
1024	19.91858075
1025	19.91722109
1026	19.91615654
1027	19.91474012
1028	19.91358195
1029	19.91229022
1030	19.91135644
1031	19.9100781
1032	19.90842931
1033	19.90726215
1034	19.90604754
1035	19.9049504
1036	19.90389196
1037	19.90238297
1038	19.90117115
1039	19.89952408
1040	19.89810094
1041	19.89691348
1042	19.89593711
1043	19.89500009
1044	19.8938617
1045	19.89233717
1046	19.89111242
1047	19.88919909
1048	19.88816876
1049	19.88674358
1050	19.8856349
1051	19.88432965
1052	19.88330769
1053	19.88218095
1054	19.8814121
1055	19.88010781
1056	19.87909919
1057	19.87786253
1058	19.87688461
1059	19.87556523
1060	19.87454467
1061	19.87308954
1062	19.87176868
1063	19.87090449
1064	19.86973945
1065	19.86831294
1066	19.86638694
1067	19.86535851
1068	19.86420423
1069	19.86315719
1070	19.86225933
1071	19.86126584
1072	19.85991212
1073	19.85901658
1074	19.85752454
1075	19.85607927
1076	19.85469126
1077	19.85266954
1078	19.85123687
1079	19.85009227
1080	19.84921233
1081	19.84791765
1082	19.84679754
1083	19.84453614
1084	19.84342819
1085	19.84188004
1086	19.84075588
1087	19.83975205
1088	19.83864507
1089	19.83792021
1090	19.83690512
1091	19.83569733
1092	19.83482416
1093	19.83298754
1094	19.83202964
1095	19.83087651
1096	19.83010073
1097	19.82969058
1098	19.82874241
1099	19.82743589
1100	19.82668468
1101	19.82553866
1102	19.82430854
1103	19.82382413
1104	19.82308391
1105	19.82198402
1106	19.82086678
1107	19.81962895
1108	19.81885458
1109	19.8172155
1110	19.8161326
1111	19.8151949
1112	19.81404883
1113	19.81216516
1114	19.81121614
1115	19.80980521
1116	19.80871448
1117	19.80786053
1118	19.80722731
1119	19.80586186
1120	19.80467195
1121	19.80358837
1122	19.8024373
1123	19.80133626
1124	19.80045292
1125	19.79956397
1126	19.79812375
1127	19.79732812
1128	19.79586546
1129	19.79484264
1130	19.79359701
1131	19.79217492
1132	19.7906308
1133	19.78957801
1134	19.78773224
1135	19.78692071
1136	19.78594077
1137	19.78469395
1138	19.78324026
1139	19.78239202
1140	19.7812069
1141	19.77983966
1142	19.77876647
1143	19.77774959
1144	19.77642607
1145	19.77538058
1146	19.77386426
1147	19.77279261
1148	19.77167568
1149	19.77102705
1150	19.77009899
1151	19.76853641
1152	19.76712429
1153	19.76592896
1154	19.76511964
1155	19.76277577
1156	19.76189814
1157	19.76088906
1158	19.76017747
1159	19.7592427
1160	19.75826077
1161	19.75749887
1162	19.75649391
1163	19.75556764
1164	19.75464752
1165	19.75317674
1166	19.75210955
1167	19.75084572
1168	19.74994709
1169	19.7485969
1170	19.74763243
1171	19.74658665
1172	19.74497073
1173	19.74408797
1174	19.74303083
1175	19.7415505
1176	19.74053728
1177	19.73928139
1178	19.73832329
1179	19.73732418
1180	19.7364479
1181	19.73524574
1182	19.73422413
1183	19.73224283
1184	19.73124652
1185	19.72998321
1186	19.72882039
1187	19.72796485
1188	19.72728249
1189	19.72603507
1190	19.7252384
1191	19.72416473
1192	19.72330215
1193	19.72209112
1194	19.72058188
1195	19.71949616
1196	19.71841286
1197	19.71748045
1198	19.71595658
1199	19.71450776
1200	19.71330862
1201	19.71204478
1202	19.71121957
1203	19.71006
1204	19.70903274
1205	19.70828509
1206	19.70734786
1207	19.7061893
1208	19.7052961
1209	19.70442337
1210	19.70341508
1211	19.70212076
1212	19.70089911
1213	19.70016048
1214	19.69944856
1215	19.6985165
1216	19.69753589
1217	19.69661742
1218	19.69553349
1219	19.69434501
1220	19.69350413
1221	19.69275901
1222	19.69181792
1223	19.69106589
1224	19.68995117
1225	19.68905723
1226	19.68775388
1227	19.68689904
1228	19.68489057
1229	19.68383461
1230	19.6821874
1231	19.68142443
1232	19.68047969
1233	19.67957972
1234	19.6784133
1235	19.67775226
1236	19.67703019
1237	19.67600494
1238	19.67506368
1239	19.67469513
1240	19.67368096
1241	19.67241208
1242	19.67074212
1243	19.66970222
1244	19.66895868
1245	19.66818647
1246	19.66676652
1247	19.66522315
1248	19.66410696
1249	19.66308103
1250	19.66205193
1251	19.66060164
1252	19.65923161
1253	19.6586422
1254	19.65771256
1255	19.65650497
1256	19.65509228
1257	19.65394996
1258	19.65315597
1259	19.65201292
1260	19.65115652
1261	19.65021095
1262	19.6490297
1263	19.64825297
1264	19.64721437
1265	19.64641761
1266	19.64534712
1267	19.64372599
1268	19.64322653
1269	19.64201056
1270	19.64114624
1271	19.64014593
1272	19.63935263
1273	19.63813206
1274	19.63708544
1275	19.63576554
1276	19.63434762
1277	19.63362895
1278	19.63225516
1279	19.6314865
1280	19.63061486
1281	19.62950481
1282	19.62881217
1283	19.62756848
1284	19.62618116
1285	19.62505526
1286	19.62445547
1287	19.62350361
1288	19.62256857
1289	19.62162287
1290	19.62041743
1291	19.61958962
1292	19.61886042
1293	19.61822109
1294	19.6168762
1295	19.61607072
1296	19.61494237
1297	19.61393572
1298	19.61292528
1299	19.6122689
1300	19.61159065
1301	19.61076933
1302	19.60880929
1303	19.60786167
1304	19.60698461
1305	19.6063324
1306	19.60540154
1307	19.60449812
1308	19.60373899
1309	19.60280113
1310	19.60193696
1311	19.60055408
1312	19.59940421
1313	19.59838177
1314	19.5975249
1315	19.59658049
1316	19.59566792
1317	19.59490032
1318	19.59419458
1319	19.59359134
1320	19.5920647
1321	19.59041415
1322	19.58926244
1323	19.58728648
1324	19.58645977
1325	19.58535786
1326	19.5841408
1327	19.58359979
1328	19.58295619
1329	19.58218684
1330	19.58131426
1331	19.58085199
1332	19.57986486
1333	19.57864246
1334	19.57756763
1335	19.57664291
1336	19.57552542
1337	19.57485965
1338	19.5739348
1339	19.57345609
1340	19.57178081
1341	19.57076507
1342	19.57013857
1343	19.5692185
1344	19.56825332
1345	19.56769497
1346	19.56693755
1347	19.56567677
1348	19.56391819
1349	19.56303477
1350	19.56203047
1351	19.56139054
1352	19.56041746
1353	19.55946186
1354	19.55872792
1355	19.55784238
1356	19.5568065
1357	19.55610126
1358	19.55492811
1359	19.55394092
1360	19.55311468
1361	19.55207604
1362	19.54990962
1363	19.54913208
1364	19.54776301
1365	19.54637881
1366	19.54548708
1367	19.54438536
1368	19.54346909
1369	19.542942
1370	19.54227825
1371	19.54111179
1372	19.53979482
1373	19.53862068
1374	19.53759193
1375	19.53664525
1376	19.53620136
1377	19.53497748
1378	19.53410278
1379	19.53331082
1380	19.5324743
1381	19.53145525
1382	19.53049511
1383	19.52972244
1384	19.5290087
1385	19.52756232
1386	19.5268554
1387	19.5257313
1388	19.52464164
1389	19.52389258
1390	19.52323509
1391	19.52212585
1392	19.52126438
1393	19.52033259
1394	19.5196662
1395	19.51864209
1396	19.5173782
1397	19.51653284
1398	19.51541881
1399	19.51459848
1400	19.51407311
1401	19.51279763
1402	19.51174679
1403	19.51111149
1404	19.51010703
1405	19.5094723
1406	19.50840308
1407	19.50750773
1408	19.50656775
1409	19.50591031
1410	19.50454323
1411	19.50349132
1412	19.50228486
1413	19.50130694
1414	19.50064618
1415	19.49960977
1416	19.49901051
1417	19.49809651
1418	19.49649769
1419	19.49547864
1420	19.49473726
1421	19.49415042
1422	19.49283341
1423	19.49198133
1424	19.49132779
1425	19.4901564
1426	19.489675
1427	19.48892711
1428	19.48805349
1429	19.48706292
1430	19.48576177
1431	19.48498356
1432	19.48362696
1433	19.48293605
1434	19.48202569
1435	19.48147179
1436	19.48044442
1437	19.47987726
1438	19.47876743
1439	19.47797951
1440	19.47738587
1441	19.47646645
1442	19.47568032
1443	19.47514447
1444	19.47432307
1445	19.47361862
1446	19.47288647
1447	19.4718989
1448	19.4708597
1449	19.47002805
1450	19.4690655
1451	19.46826397
1452	19.46742591
1453	19.46633739
1454	19.46561567
1455	19.46484231
1456	19.46422688
1457	19.46347235
1458	19.46266115
1459	19.4620425
1460	19.4614918
1461	19.46023427
1462	19.45917808
1463	19.45863863
1464	19.45766734
1465	19.45689178
1466	19.45629246
1467	19.4551051
1468	19.45449692
1469	19.45364001
1470	19.45274906
1471	19.45206398
1472	19.4513858
1473	19.45032473
1474	19.44956714
1475	19.44867978
1476	19.4480651
1477	19.44698557
1478	19.44612014
1479	19.44479925
1480	19.44357151
1481	19.44218745
1482	19.4412588
1483	19.44028034
1484	19.4395797
1485	19.43868495
1486	19.43777379
1487	19.43677309
1488	19.43604586
1489	19.43509171
1490	19.43416336
1491	19.4334398
1492	19.43268408
1493	19.4317575
1494	19.43088005
1495	19.42988909
1496	19.42906198
1497	19.42840381
1498	19.42769517
1499	19.42686545
1500	19.42607984
1501	19.42521915
1502	19.42407467
1503	19.42325552
1504	19.42241363
1505	19.4216581
1506	19.42021004
1507	19.41946074
1508	19.41883125
1509	19.41794249
1510	19.41681398
1511	19.41612132
1512	19.41498892
1513	19.41405393
1514	19.41310185
1515	19.41236931
1516	19.41134585
1517	19.41065931
1518	19.40996896
1519	19.40924009
1520	19.40841147
1521	19.40729945
